1,1,0,0,0.23,0,1,0.28,2
1,1,0,0,0.23,0.33,1,0.31,2
1,1,0,0,0.23,0.5,1,0.32,2
0.83,0.78,0,0,0.23,0,0,0.54,1
1,1,0,0,0.23,0,1,0.30,2
1,1,0,0,0.23,0,1,0.28,2
0.67,0.78,0,0,0.31,0.1,0.5,0.24,1
0.5,0.56,0,0,0.31,0.1,0,0.26,0
0.33,0.78,0,0,0.31,0.07,0,1.00,0
0.83,0.56,0,0,0.00,0.33,0,0.30,1
0.83,1,0.17,0,0.26,0,1,0.54,2
1,1,0,0,0.28,0,1,0.37,2
1,0.89,0,0.11,0.27,0,1,0.29,2
1,1,0,0,0.27,0,1,0.22,2
1,1,0,0,0.26,0,1,0.00,2
1,1,0,0,0.25,0,1,0.00,2
1,1,0,0,0.28,0,1,0.32,2
1,1,0,0,0.25,0.14,1,0.26,2
1,1,0,0,0.23,0.12,1,0.40,2
1,1,0,0,0.28,0,1,0.33,2
1,1,0,0,0.23,0,1,0.00,2
1,1,0,0,0.23,0,1,0.00,2
0.83,0.11,0.17,0.11,0.44,0.12,0,0.12,0
1,0.67,0,0,0.31,0.29,0.5,0.20,1
0.83,1,0,0,0.25,0,0.5,0.00,1
1,1,0,0,0.25,0,1,0.00,2
1,1,0,0,0.31,0,1,0.00,2
1,1,0,0,0.28,0.2,1,0.00,2
1,1,0,0,0.31,0,1,0.30,2
1,1,0,0,0.27,0,1,0.25,2
0.67,0.89,0,0,0.31,0.14,0,0.36,1
0.67,0.67,0.17,0.11,0.33,0.33,0,0.28,1
0.17,0.33,0.5,0.33,0.25,0,0,0.55,0
0,0.33,0.33,0.33,0.54,0.12,0,0.48,0
1,1,0,0,0.26,0.33,1,0.41,2
1,1,0,0,0.23,0,1,0.31,2
1,1,0,0,0.26,0.25,1,0.35,2
0.83,0.78,0,0,0.00,0,0,0.33,1
0.83,0.89,0,0.11,0.25,0.2,0.5,0.20,1
0.83,0.89,0.17,0,0.23,0.2,0.5,0.29,1
0.67,0.67,0.17,0,0.42,0.08,0.5,0.14,1
0.83,1,0.17,0,0.26,0.12,1,0.21,2
0.5,0.44,0,0,0.54,0,0,0.32,0
0.83,0.67,0,0,0.23,0.09,0,0.24,1
1,1,0,0,0.31,0,1,0.38,2
1,1,0,0,0.26,0.2,1,0.25,2
1,0.78,0,0,0.27,0.17,0.5,0.31,1
1,0.89,0.17,0,0.28,0,1,0.33,2
0.67,0.67,0,0,0.23,0.22,0,0.35,1
0.83,0.67,0,0,0.00,0.2,0,0.31,1
0.83,0.78,0,0.11,0.46,0,0,0.58,1
1,1,0,0,0.23,0.25,1,0.41,2
0.5,0.78,0.17,0,0.54,0.1,0,0.24,0
1,1,0,0,0.27,0.17,1,0.13,2
0.67,1,0,0,0.31,0.25,0.5,0.25,1
1,1,0,0,0.27,0,1,0.38,2
1,1,0,0,0.23,0,1,0.21,2
1,1,0,0,0.31,0,1,0.23,2
0.67,1,0,0,0.31,0,0.5,0.23,1
0.83,1,0,0,0.29,0.12,0.5,0.23,1
0,0.44,0,0,0.27,0.06,0,0.38,0
0.33,0.22,0,0,0.41,0.07,0,0.49,0
0.5,0.67,0.33,0,0.38,0.11,0,0.21,0
0.17,0.89,0,0.11,0.35,0,0,0.20,0
0.5,0.11,0,0.11,0.44,0.09,0,0.37,0
0.33,0.33,0,0,0.31,0,0,0.58,0
0.17,0.56,0,0,0.65,0.06,0,0.41,0
1,1,0,0,0.27,0,1,0.36,2
0.67,1,0,0,0.27,0,0,0.38,1
0.17,0.89,0,0,0.35,0,0,0.35,0
1,1,0,0,0.27,0,1,0.40,2
1,1,0,0,0.23,0,1,0.34,2
1,0.22,0,0,0.33,0.17,0,0.26,1
0.67,0.67,0,0,0.26,0,0.5,0.30,1
1,1,0,0,0.23,0,1,0.01,2
0.83,1,0,0,0.00,0,0.5,0.00,1
1,0.78,0,0,0.00,0,0.5,0.34,1
0.67,0.89,0,0.11,0.23,0,0.5,0.38,1
0.67,0.56,0,0,0.28,0,0,0.38,0
1,1,0,0,0.27,0,1,0.21,2
0.67,1,0,0,0.27,0.12,0,0.33,1
0.83,0.89,0,0,0.29,0.14,0.5,0.32,1
0.67,1,0,0,0.26,0,0,0.25,1
0.67,0.89,0.33,0.11,0.27,0.12,1,0.38,2
1,1,0,0,0.23,0.25,1,0.45,2
1,1,0,0,0.31,0,1,0.29,2
